frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
31,3.0,[39.036742205752546 216.8025158920321 711.4945513679363 607.3693898999752],[284.63458251953125 472.2618103027344 469.876953125 515.2593994140625],0.7904999256134033,R183JF,0.9798227522623304
32,3.0,[36.396439798619895 216.48014423524893 703.9716655783408 604.1756087937301],[282.89703369140625 469.425537109375 466.0069885253906 512.1569213867188],0.7922857999801636,R183JF,0.9961319908738002
33,3.0,[37.83846224541338 216.76655220081716 698.616078992939 600.766397152041],[284.5073547363281 467.9664611816406 461.8352355957031 508.3650207519531],0.8004980683326721,R183JF,0.9943738291663029
34,3.0,[40.75023804083713 216.40736102698222 692.2767431447337 596.6319901232433],[287.3365173339844 466.27838134765625 460.0993347167969 507.6881103515625],0.7871719598770142,R183JF,0.7008804926334166
35,3.0,[47.360835552456024 218.75419546163297 687.6114945311157 593.4437512326035],[288.0625 463.9520568847656 462.232177734375 505.88397216796875],0.7812106013298035,R183JF,0.813062557765345
36,3.0,[50.482484436256186 221.93750798043078 682.6899371493075 591.4103418652141],[293.5516052246094 463.77447509765625 462.43994140625 503.2729797363281],0.7759697437286377,R183JF,0.7668689490170667
37,3.0,[62.54536673587921 228.07136203017996 681.8298753243271 589.8528253805512],[296.0857849121094 460.5081787109375 467.4180603027344 502.09686279296875],0.7585060596466064,R183JF,0.9711852444116252
38,3.0,[72.5203094733726 232.09030388978016 679.5062798415142 586.031268699503],[297.9775390625 455.8014831542969 468.88787841796875 499.9175720214844],0.7082205414772034,R183JF,0.9941166250170276
39,3.0,[85.43484140456752 234.34147502864818 678.34018642979 581.3515466790911],[303.17828369140625 454.64447021484375 467.5372009277344 496.2577819824219],0.71722811460495,R183,0.9927750567628734
40,3.0,[95.96297748292358 237.06929897795618 676.4391934340354 576.7422142131811],[309.3854675292969 453.6239318847656 473.0328063964844 491.5562744140625],0.7709082365036011,R183JF,0.7910369273586065
41,3.0,[107.21196454863991 239.10054143460837 675.2885063560499 571.5595988855002],[310.39874267578125 450.83197021484375 474.4602966308594 488.1534118652344],0.7870407700538635,R183JF,0.9107743308051696
42,3.0,[118.13957927762215 237.86484017374605 673.9839302445042 564.2234315218892],[317.057861328125 448.21124267578125 476.3443908691406 484.5969543457031],0.7358407974243164,R183JF,0.9878707840444199
43,3.0,[127.91471555271073 236.94692373144744 672.3711041436954 556.7646321988759],[328.02069091796875 441.27520751953125 477.97882080078125 477.0468444824219],0.7313116788864136,R183JF,0.9922552556962951
44,3.0,[138.27149907306307 237.03565878725007 671.2779632333157 550.0866573747879],[329.93804931640625 433.9407653808594 480.3567199707031 471.3572998046875],0.7372474670410156,R183JF,0.8876070665433771
45,3.0,[147.19160886990335 234.42217569751412 669.6790660553305 541.2498220873953],[335.45318603515625 427.4208679199219 483.6449279785156 463.6650390625],0.7121597528457642,R183JF,0.8618358099173947
46,3.0,[156.22516194950225 229.59257965389452 668.421976806653 530.9840539662205],[343.6944580078125 419.4786071777344 484.96051025390625 454.5963439941406],0.761060357093811,R183JF,0.6760437601634354
47,3.0,[165.38581411414614 222.60377783617568 667.3989449333689 518.3009795132505],[343.47119140625 406.26519775390625 485.72222900390625 440.91729736328125],0.7357602119445801,R183JF,0.7124534327734456
48,3.0,[173.91602489361605 217.66558132825534 665.8859781992135 507.5109493412963],[346.941162109375 398.30712890625 486.1290283203125 434.0506286621094],0.7592609524726868,R183JF,0.4003667058129873
49,3.0,[180.62405413147079 213.34811153982605 662.4399240654938 497.42779594570834],[350.7339172363281 394.8079528808594 487.12298583984375 427.94781494140625],0.7353501915931702,R183JF,0.6349644102677148
50,3.0,[183.03143417311617 208.54428381905967 654.9276179778216 486.9249719541527],[343.4897766113281 383.34576416015625 481.2923278808594 417.3053283691406],0.7226396799087524,R1A3JF,0.35858102647331724
51,3.0,[182.43520365981485 202.66878466605178 644.7066375307824 474.93757923826774],[338.32958984375 369.69854736328125 476.3815002441406 404.1450500488281],0.748000979423523,R1,0.2482860413453082
52,3.0,[183.820009845299 194.24525606447057 637.661558423195 459.2901326635563],[342.7760009765625 358.2397155761719 470.62646484375 389.33245849609375],0.708551287651062,RI,0.21651605374712615
53,3.0,[187.91839732383468 182.50511826565344 632.5877377198314 441.0909312941094],[338.2467041015625 339.39495849609375 475.350341796875 373.21002197265625],0.730086624622345,RI,0.5462915301322937
54,3.0,[193.6339429412548 172.40806768345362 629.8880200113243 425.0096288693202],[346.4520568847656 325.9078674316406 472.3639831542969 357.83087158203125],0.7062429189682007,V,0.23281610488951474
94,84.0,[97.24062314196789 243.0705533277931 654.6964640181757 633.9498062551108],[279.4037170410156 468.4334716796875 429.5073547363281 505.3612060546875],0.7925935983657837,N894,0.17655583014052287
95,84.0,[95.25015951885524 242.4603270386551 657.4529787304084 634.2196610688459],[270.63543701171875 466.9141540527344 431.72772216796875 505.2603759765625],0.7830762267112732,N894,0.8834620782700106
96,84.0,[92.45875919518829 241.79721386986998 659.4640729061819 634.1562764745494],[264.4181823730469 465.9660339355469 431.3616027832031 504.9046325683594],0.7903823256492615,N84JV,0.15250661450000227
97,84.0,[88.62083644244018 241.15445459321123 660.447883407069 634.3579779632433],[262.7579040527344 464.597412109375 429.3261413574219 506.9627685546875],0.8032592535018921,N864JV,0.24179646038099878
98,84.0,[86.16832908149809 241.07771608891665 660.8474020969194 634.7581732635733],[261.2319030761719 465.59881591796875 422.61810302734375 505.3660888671875],0.7954702973365784,N84JVI,0.03027539981623427
99,84.0,[82.08014426485693 241.10680101043206 659.5899577069638 634.9263421121173],[254.13473510742188 466.0270080566406 418.6972961425781 504.8003234863281],0.7911304235458374,NESAV,0.11234187525280588
100,84.0,[73.35777426958128 239.42554741958278 655.6349795254969 633.1624302714113],[254.64852905273438 464.3426208496094 409.81988525390625 502.6114196777344],0.7873139977455139,N604V,0.15678619637829386
101,84.0,[73.9455845475565 237.70539532929672 656.443631316542 631.0641799165574],[250.80430603027344 459.0172424316406 409.03546142578125 499.4668884277344],0.7642099857330322,N894V,0.07082244687544967
102,84.0,[73.96562530868096 234.60273044554626 656.0651799639362 626.9360730454595],[249.21170043945312 454.93408203125 402.6876220703125 492.1794738769531],0.7629979848861694,N894JV,0.8775812096529827
103,84.0,[75.62300631296239 229.690463390133 656.4611873651345 619.3926646598569],[252.3269805908203 450.743896484375 403.6701965332031 487.0333251953125],0.775499165058136,N894JV,0.15752439870414905
104,84.0,[78.6579538560008 225.11305410344477 657.232967356759 611.008848474856],[262.53076171875 442.8533020019531 402.2451477050781 475.2563781738281],0.7771282196044922,N994JV,0.3932725043056615
105,84.0,[84.06394902231767 221.29090271588373 657.4132570393153 602.0661642589686],[259.8906555175781 434.62823486328125 409.6566467285156 474.11016845703125],0.7715111374855042,N994JV,0.9880221501702613
106,84.0,[90.39309395628015 218.1046552074685 656.2039188081152 593.1341730183601],[264.78179931640625 426.7785949707031 407.58135986328125 465.0948486328125],0.7330642938613892,N894JV,0.727123074435664
107,84.0,[96.47332765365269 214.10506833891242 654.9321001470917 582.6095827353661],[266.9435119628906 422.3001708984375 409.12139892578125 456.66943359375],0.7787308096885681,N894JV,0.5605025512681041
108,84.0,[102.7375157195346 208.6422879889323 653.0864644576052 570.0468718140571],[271.4654846191406 414.0249938964844 410.7875671386719 448.65093994140625],0.7734154462814331,N894JVA,0.12028491655386228
109,84.0,[113.15803169383025 203.0338159412261 652.4522018165804 557.352960511973],[284.8372802734375 402.17303466796875 417.34783935546875 437.52362060546875],0.7283925414085388,N894JV,0.9726275750909448
110,84.0,[123.4687850749018 197.18936094608165 652.7750564803098 544.4738000554908],[286.29095458984375 395.0733337402344 420.9389953613281 428.74609375],0.7626368403434753,N894JV,0.1624210255239902
111,84.0,[134.03692235530343 192.23346365953068 652.5091414113617 531.8707158968165],[293.635009765625 387.4659729003906 423.7643127441406 417.6495361328125],0.7551282644271851,N894JV,0.22431085395735373
112,84.0,[144.63505167028396 187.5475909240751 652.1692729737812 520.0955159663179],[300.0382385253906 372.8454895019531 426.1925048828125 405.75274658203125],0.6851717233657837,N094JV,0.3142278450930179
113,84.0,[153.6409672736429 179.12245402983757 651.0721901817552 504.09192429964725],[311.53228759765625 363.5045166015625 430.981201171875 394.07489013671875],0.7729992270469666,N94JV,0.4285681111731389
117,138.0,[-9.441636316594611 194.22282394832632 864.4519721624292 707.3358548213401],[345.3976745605469 605.0996704101562 590.3436889648438 663.1121826171875],0.7933008074760437,L656H,0.2790877542092212
118,138.0,[-8.776266680803928 197.77977404036525 834.5330232451163 703.2876579763952],[331.3678894042969 589.0465698242188 562.8746337890625 649.7410888671875],0.7501948475837708,L656H,0.2683785027880888
119,138.0,[-6.005585764763737 205.7335313318541 811.202517299136 702.0817985145877],[312.022216796875 580.5646362304688 539.9585571289062 639.6795043945312],0.8004325032234192,L6S6YH,0.40106328630828514
120,138.0,[-4.90093341746649 212.53951026396504 785.6859969325558 699.9617570688536],[297.3643798828125 571.3003540039062 519.0245971679688 624.7765502929688],0.8210573196411133,L6S6H,0.2057524830156069
121,138.0,[-2.7589994829287434 216.8619745438791 766.1447329984471 697.1694198418325],[291.6466369628906 560.7960205078125 505.5925598144531 614.865478515625],0.7407547235488892,L656H,0.2004209809956363
122,138.0,[0.669596871147121 220.0033456885676 749.6517944531727 690.8913636801016],[288.72735595703125 553.3154296875 496.8869323730469 606.1821899414062],0.7783936262130737,L656YH,0.4988945557148441
123,138.0,[1.9754002882604595 224.34054069384518 735.9101113686177 685.6938747767799],[283.13909912109375 552.1436157226562 488.6003112792969 598.2869262695312],0.8089635968208313,L656XH,0.49221726957792605
124,138.0,[3.10596415021962 230.83533285006712 722.8298139678532 683.4648641476692],[280.8896484375 552.3953857421875 484.44097900390625 597.1935424804688],0.8214487433433533,L656XH,0.34710117130909757
125,138.0,[6.441274654231506 240.88015389636553 714.1141086448273 684.1646008956025],[284.0914306640625 554.303955078125 480.91778564453125 596.9586181640625],0.8112720847129822,L656YH,0.4340949346254733
126,138.0,[10.047771724257075 251.81337226840972 707.257598126389 685.0134845379267],[286.90118408203125 559.6520385742188 477.58306884765625 600.780029296875],0.793216347694397,L656XH,0.6715576789112121
127,138.0,[27.274656753617762 266.10946414160344 712.2401669054368 689.3794907427965],[295.467529296875 563.1370239257812 472.9969482421875 609.2342529296875],0.7493106126785278,L6S6YH,0.453060520496406
128,138.0,[34.51842577982336 281.08447790056323 706.074474451327 696.221454368832],[294.81134033203125 570.17626953125 473.03704833984375 615.03466796875],0.7581495046615601,L656XH,0.61572456177941
129,138.0,[35.6174358937086 296.0403989780442 698.9623852501422 703.1339166639501],[290.500732421875 583.2311401367188 471.7579345703125 624.826171875],0.7945919632911682,L656XH,0.5701968683755092
130,138.0,[48.814091913236666 308.7794660197095 702.7710628597794 706.1219346041387],[296.90289306640625 593.8490600585938 467.58441162109375 638.192626953125],0.7181406617164612,L656YH,0.33914103689174613
131,138.0,[56.20380380272712 321.42440330348177 703.6735770833948 707.203621520245],[295.8315124511719 604.4210815429688 460.634765625 645.9512939453125],0.7658369541168213,L656XH,0.3377548367565522
132,138.0,[58.81383080865919 333.07055183709593 701.6268584854691 709.4280832995337],[282.4720764160156 617.5681762695312 459.3086853027344 659.971923828125],0.771681547164917,L656YH,0.3063110880054885
133,138.0,[57.88711360348168 346.7914630823302 694.0952609371556 714.9459926334189],[285.27996826171875 626.5572509765625 456.025634765625 669.6195678710938],0.779570996761322,656XH,0.9253675877057864
134,138.0,[57.42581881576484 356.84333625390525 691.5717825844639 717.1939066111682],[278.9578857421875 637.1236572265625 458.024169921875 680.9788208007812],0.809281587600708,L656YH,0.3984245611880052
135,138.0,[54.88271773403147 362.8250244689061 691.7907008669961 717.328434755327],[282.3451843261719 643.693115234375 458.92144775390625 684.832763671875],0.7735604047775269,L656YH,0.7046584642231065
136,138.0,[61.25468900370254 367.25803839010234 698.3843852949907 716.8632982046216],[279.1282043457031 645.724365234375 463.5906066894531 692.8157958984375],0.7537193298339844,L6S6YH,0.6326375871690504
137,138.0,[65.8583242388184 370.6423337271475 704.6817848417722 716.3250445255013],[291.56622314453125 648.1231689453125 468.0552062988281 693.5614013671875],0.7167952656745911,L6S6XH,0.6498570743432738
138,138.0,[64.48194386642149 370.6392783608836 712.5294041896266 715.117564217523],[295.8248596191406 645.4857788085938 472.3280029296875 692.5816650390625],0.7293685078620911,L656XH,0.20601948961447145
139,138.0,[61.806407480054816 368.19524355821534 721.4146318720414 713.7099112047657],[295.46588134765625 641.5040283203125 477.470947265625 685.173828125],0.7816327214241028,L656XH,0.9204999904777159
140,138.0,[70.86567307408285 363.92783391883586 738.4767869792065 711.8940073971155],[296.54925537109375 629.8450927734375 481.5978698730469 678.5936889648438],0.7933838963508606,L656XH,0.8249088819726049
141,138.0,[75.6416507135304 355.9624250856441 751.7436336108615 709.0751268787637],[290.4239807128906 624.6035766601562 485.27911376953125 671.5797729492188],0.7794876098632812,L656XH,0.7122582204513427
142,138.0,[80.50163463194099 347.6942948199202 766.7805488149506 707.1905595376455],[302.0709533691406 618.69921875 486.0849914550781 668.1495971679688],0.7457284331321716,L6S6XH,0.8035277187277804
143,138.0,[77.98531141923598 341.3073198305542 775.6136583601415 707.1042696363636],[308.6018371582031 615.7168579101562 500.76153564453125 663.9974365234375],0.7536114454269409,L6S6XH,0.750612401647214
144,138.0,[81.77560274903237 333.945005930293 791.250817541463 707.147486922197],[309.96807861328125 613.4054565429688 506.2842102050781 660.8897094726562],0.7591525316238403,L656XH,0.7400258881550315
145,138.0,[82.58152367060535 326.3558796439573 805.4341730014291 706.6855940730327],[316.82427978515625 608.209228515625 516.39794921875 656.5608520507812],0.7564921379089355,L6S6XH,0.7965081257288832
146,138.0,[87.83272607546189 315.9760194729415 822.7590312855187 703.1466998526948],[325.1197204589844 602.0397338867188 521.4357299804688 652.7962036132812],0.7560713887214661,L6S6XH,0.5433680603068237
147,138.0,[94.56675158370143 307.65679939519714 843.114087248251 702.5568980874575],[333.20709228515625 598.2003784179688 536.3146362304688 651.7874755859375],0.7807257175445557,6S6XH,0.6469161284253854
148,138.0,[101.31229508401873 299.0684951674741 863.0121485601173 701.3619857948353],[341.43206787109375 596.8385009765625 542.9844360351562 646.6981201171875],0.7476905584335327,L656YH,0.7079980624450176
149,138.0,[109.99482841727485 290.03571954504105 889.0369693730456 699.1172124933631],[355.6839904785156 592.0707397460938 556.3607177734375 644.0907592773438],0.7635922431945801,L656XH,0.2011565207337915
150,138.0,[121.31443844223583 284.3697880113171 906.3370380184992 699.2925236466203],[372.06640625 586.239501953125 568.1201171875 637.1272583007812],0.7660844326019287,I656XH,0.2575609397445633
151,138.0,[126.36022107168895 277.80353431785124 919.4239751680097 698.8253479918365],[375.7940673828125 578.6580810546875 579.1438598632812 626.54736328125],0.7959935069084167,L6567H,0.2590467201379567
152,138.0,[135.72763860123462 272.5578468731202 934.1198729243375 698.7424888129889],[389.4998474121094 568.0418701171875 589.8742065429688 619.1729736328125],0.7919042110443115,6S6XH,0.5979771276515727
153,138.0,[151.46441806526275 267.8819556170964 951.009609934304 699.462600825356],[404.0103454589844 559.6019287109375 598.5988159179688 613.464599609375],0.7580091953277588,L6S6XH,0.3565426329121767
154,138.0,[161.62178958834204 265.0419746586806 960.5043251606786 701.6978801323596],[412.0265808105469 554.8507080078125 609.5460815429688 597.2461547851562],0.7721661925315857,L656XH,0.6468275895079585
155,138.0,[172.35445620885605 262.18690767711337 968.1147958975567 702.0506418153427],[429.6605224609375 542.1224365234375 620.2621459960938 590.18212890625],0.761814534664154,L6S6XH,0.5436403590521393
156,138.0,[189.1627020044628 257.72491502217645 980.3742982291035 697.3817842641034],[442.2127380371094 537.587890625 623.8754272460938 585.124267578125],0.7421748042106628,L656XH,0.9089415914247977
157,138.0,[206.95125579609805 253.86100324924607 988.4556071337646 690.8403158277757],[451.7107849121094 531.6591186523438 631.789306640625 574.8170166015625],0.7692034840583801,L656XH,0.632827718021325
158,138.0,[211.1071614966845 250.6480607589662 982.3371382896842 683.8571445462874],[458.0074157714844 524.2913818359375 639.9342041015625 569.4532470703125],0.8016780018806458,LB56XH,0.47312593387643265
159,138.0,[219.82843958696674 248.0915673677098 980.894566538028 675.464911536787],[465.91790771484375 515.0194702148438 641.0077514648438 560.636962890625],0.7846652269363403,L656XH,0.7236033705069389
160,138.0,[232.4693791847842 247.30403195035348 978.6813737372058 667.7096459142981],[476.1470947265625 510.2478942871094 646.4659423828125 556.9453735351562],0.7747575044631958,L656XH,0.8004760226549277
161,138.0,[242.78117128213358 247.06849638795123 974.7562810440461 660.7220033846679],[474.6985168457031 506.80670166015625 650.2322387695312 547.2454223632812],0.766227126121521,L6S6XH,0.7908025797204694
162,138.0,[251.31395081611504 246.84721677002605 970.7254782221021 652.7930702690311],[472.76348876953125 505.1637268066406 652.6653442382812 541.3396606445312],0.7772454619407654,L6S6XH,0.7943061052072592
163,138.0,[263.08901497582167 246.7764844144281 969.6217229398964 646.1479995339229],[494.64178466796875 495.9284362792969 657.2529296875 539.188232421875],0.7791895866394043,L656YH,0.23558425786764967
164,138.0,[283.43852533252056 247.17925553233937 974.9039124525736 640.303322981935],[507.1627197265625 490.33154296875 666.598388671875 532.356201171875],0.7637770771980286,LOS6XH,0.25799143227255206
165,138.0,[295.9709867588485 247.532732430681 973.922979923042 634.0303447771346],[513.959716796875 487.4718933105469 668.3426513671875 527.5948486328125],0.7366048693656921,L6S6XH,0.5195220979328221
166,138.0,[310.6010054736172 246.47552935218658 974.3634662946539 626.8646850917096],[518.6737670898438 482.5158386230469 676.2523803710938 520.3235473632812],0.7226974964141846,L656YH,0.7468659428222572
167,138.0,[324.05798340564513 246.40377231622568 975.3869882146356 619.8899813920814],[533.1580810546875 479.8775329589844 682.26904296875 514.4352416992188],0.7498293519020081,AL656XH,0.38784855588915823
168,138.0,[337.91561619989665 246.62496150658393 977.1994280558811 612.4463041901961],[540.092529296875 475.47589111328125 699.0682373046875 512.155029296875],0.7568932175636292,L656YH,0.5064132737271408
169,138.0,[351.5925901629257 242.57772870648205 981.3694834249611 603.3910006690992],[554.0441284179688 470.5428771972656 699.1876831054688 506.1827697753906],0.7504463791847229,L656YH,0.3015036716270563
170,138.0,[363.46170382881337 240.195608276256 981.8036334178034 595.7497824823499],[563.8157958984375 461.86004638671875 709.361083984375 501.2530517578125],0.7551882266998291,L656YH,0.882432145803241
171,138.0,[378.6127060339897 240.36138211907797 984.7588457132224 590.4735770349334],[579.1113891601562 458.8308410644531 724.1798706054688 498.1145324707031],0.7329557538032532,L656YH,0.46358265500322365
172,138.0,[392.6150284626446 240.08777920935833 989.5189922527488 585.1403325670551],[587.34130859375 457.79296875 733.2030029296875 494.4727478027344],0.7232882380485535,L656YH,0.44431331756439607
173,138.0,[401.1224738869312 241.62045671899276 990.7118386284949 581.582107176622],[600.48388671875 455.3679504394531 735.1405029296875 487.6336975097656],0.7351877093315125,L656YH,0.7293147186327771
174,138.0,[416.476087975171 241.33389450074552 996.3886179841048 577.0449757062071],[601.1902465820312 453.6104431152344 749.4937744140625 486.7124938964844],0.7467697262763977,L656YH,0.6278100593936049
175,138.0,[428.30387297539863 242.43641319964806 998.2985112879255 573.2911035382486],[605.0256958007812 449.5682067871094 755.654541015625 486.17041015625],0.7659211754798889,L6S6YH,0.15488890698430086
176,138.0,[441.06848103335403 241.20894123641278 1000.5704242191954 567.8103870793012],[614.95068359375 447.823486328125 763.699951171875 482.408203125],0.7511787414550781,L656YH,0.42046628638136996
177,138.0,[449.7112078212709 241.41916172687226 1000.6232492379331 562.6643450994912],[631.245849609375 441.67510986328125 764.0211791992188 480.0079345703125],0.77707439661026,L656YH,0.25810637134662745
178,138.0,[458.86691069144143 241.3195763745635 1001.145864099183 557.9674888224201],[634.2000732421875 435.5215148925781 767.3313598632812 475.3221435546875],0.753124475479126,R6S6YH,0.37948835393663566
179,138.0,[467.33876610062435 242.2682040317854 1001.1291769651773 553.6365025285875],[639.4625244140625 432.1480712890625 781.4301147460938 468.8038330078125],0.6830257177352905,L6S6YH,0.6578297394745334
180,138.0,[475.6704975872442 245.8654226426143 1000.9528273474257 550.3637404820806],[634.5439453125 430.43603515625 785.2206420898438 466.48175048828125],0.6655361652374268,ROSBYH,0.17405057798595172
181,138.0,[482.23099178384246 246.91263874752374 999.7843069783116 546.0446975962651],[630.5712890625 428.46551513671875 801.1552734375 464.47979736328125],0.638015627861023,L6SOYH,0.4203908807870393
182,138.0,[488.7360813738099 246.15191821704775 998.2949070904981 541.2268753543315],[654.5568237304688 426.4906311035156 793.341064453125 458.8099060058594],0.7405889630317688,L656YH,0.26963519464415775
183,138.0,[495.1869685167495 245.30594979989928 996.1463532267115 536.9916662727927],[658.0130615234375 427.3744812011719 786.9321899414062 459.76483154296875],0.728997528553009,L656XH,0.20427483561755397
184,138.0,[500.3355031041068 252.16310586922526 992.8447144877415 536.9669442023396],[670.38623046875 426.16278076171875 793.9074096679688 458.776123046875],0.7300525903701782,656XH,0.7104461674348127
185,138.0,[505.8474792982264 259.40677370570967 990.1125568446142 535.8713884442689],[657.663330078125 426.1995849609375 794.4995727539062 457.6097717285156],0.7366032600402832,L656YH,0.5876617715117187
186,138.0,[511.1056345215444 260.6634598077485 986.9126682681891 532.2978108277998],[653.9085083007812 425.97515869140625 793.290771484375 457.0535583496094],0.7329293489456177,L656XH,0.40357258443968513
187,138.0,[514.6280868817149 256.6522465950051 983.1928431509717 527.1470311595713],[670.0286254882812 425.0980529785156 800.5388793945312 456.4629821777344],0.7118600010871887,L656YH,0.2618957355090021
188,138.0,[518.4799571550657 261.43870329933736 979.2685516674296 526.2231486239707],[661.9495849609375 423.3198547363281 792.3978881835938 455.74420166015625],0.7088613510131836,C656XH,0.1982151927609799
189,138.0,[522.3816566145814 263.8716954531428 974.9219999885887 523.9190194037728],[665.815185546875 423.5201721191406 795.5516967773438 453.78277587890625],0.7024533748626709,L656H,0.14364965878376104
190,138.0,[526.2399900971659 268.9411073876855 970.5728350689694 522.6201682940339],[666.4240112304688 422.2155456542969 792.4146118164062 450.4957275390625],0.7007609605789185,L656XR,0.1846314527285282
