frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
214,306.0,[54.37583991348981 834.848886545116 388.3849893564262 1287.7910548907514],[182.4676055908203 1012.9742431640625 298.16241455078125 1089.6817626953125],0.38360029458999634,29,0.9989439633699069
216,306.0,[6.644169334840768 720.0124947237147 347.70085670775643 1246.424283745182],[133.9097900390625 1029.12939453125 261.1764221191406 1107.207275390625],0.27445855736732483,453H,0.38214197754859924
218,306.0,[-12.75915518361063 695.2973122861561 316.4471126008513 1262.0219431579815],[90.06085205078125 1039.553466796875 221.86602783203125 1122.580322265625],0.2578355371952057,453H,0.27190348505973816
219,306.0,[-18.060156517312265 709.7894386443893 295.51477345118803 1274.8128869773766],[54.12510681152344 1045.590087890625 197.23411560058594 1128.748046875],0.564769446849823,297,0.9999257376383089
220,306.0,[-19.61249637115972 682.5829410566757 280.20801066582715 1264.466605732653],[46.34223937988281 1052.72509765625 180.31932067871094 1130.2626953125],0.43201276659965515,453H,0.2521292567253113
222,306.0,[-23.660413371601578 682.5687701529787 237.35935550496612 1273.2938797398463],[4.8771514892578125 1063.308349609375 141.0208282470703 1147.557861328125],0.5437628030776978,A53H,0.4275449812412262
223,306.0,[-23.952262092799486 676.1894824491555 217.80650581731882 1271.0123262213338],[0.0 1075.1168212890625 113.4921875 1146.8553466796875],0.32214027643203735,453H,0.702048122882843
224,306.0,[-27.274010680992603 691.4484449578646 189.63546384109557 1278.5211753319136],[0.0 1084.38330078125 92.46759033203125 1154.326416015625],0.5051183104515076,453H,0.6487879753112793
225,338.0,[30.038464071005478 645.8444608434585 325.97305807683165 987.7959357412952],[60.404205322265625 864.9710693359375 128.04324340820312 896.7691650390625],0.29258453845977783,[5577,0.5198119096793916
226,338.0,[10.273416596505939 650.8314832086154 317.5842183102085 992.2090356932125],[47.09577941894531 871.9146728515625 116.30145263671875 901.8321533203125],0.2675471007823944,5577,0.41892552375793457
228,338.0,[-7.984608324952546 656.0923265620742 310.45937419704455 1003.176521231083],[0.0 882.8895874023438 98.73004150390625 914.6151733398438],0.26751744747161865,65E6572,0.4012802250915343
229,338.0,[-11.892040570191057 659.6878935538687 306.84469758034373 1007.8730570404653],[18.077152252197266 886.398681640625 95.82070922851562 915.361572265625],0.34146633744239807,55€6577,0.45457541165697635
230,338.0,[-13.597309423253193 661.9493231303429 303.6510510275696 1008.7953704382837],[0.0 890.3602294921875 86.48745727539062 916.2415771484375],0.4825890064239502,G5E5577,0.4339451689458155
231,338.0,[-14.165134527197523 662.7318673194501 299.9934471029136 1009.0906517724467],[0.0 892.3123168945312 81.81394958496094 920.1575317382812],0.4707433581352234,05E6577,0.7562030330225574
233,338.0,[-13.250653370816508 666.2758774334936 294.04406040116305 1010.5737242371347],[0.0 896.9197998046875 72.46410369873047 924.9708251953125],0.41962456703186035,5E6577,0.5635265330750185
234,338.0,[-12.62978904089951 669.4543386954343 290.98158114497824 1013.8631446667392],[0.0 896.9176025390625 64.6734390258789 925.8299560546875],0.2703581750392914,TE6577,0.3399640959805282
360,520.0,[249.06146332439846 788.5382413938999 606.2396895416505 1049.7861192476246],[370.86651611328125 968.998291015625 449.619384765625 999.2744140625],0.37649527192115784,45%,0.08067998840158157
365,520.0,[258.8148014812604 790.3896052088785 646.7538739079473 1062.758522499424],[377.61761474609375 971.2841796875 460.74786376953125 1003.0880126953125],0.34748589992523193,4GZ},0.21395178139209747
367,520.0,[261.0092255520856 792.8766808979009 662.0037890702514 1071.983920601336],[377.50531005859375 976.2169189453125 474.10809326171875 1013.2005615234375],0.3176918625831604,"_INU,0.07584608198616469
370,520.0,[262.6114760477896 795.3226829302699 681.8267918556717 1088.5183468626792],[393.0453186035156 988.3938598632812 475.5422668457031 1022.4277954101562],0.36598584055900574,"_A,0.025382983595084535
372,520.0,[266.91390500851946 795.262266945083 702.0992799926514 1097.027990984376],[406.5882263183594 992.3114013671875 486.4824523925781 1028.564697265625],0.4237139821052551,LU.=,0.2964674535884574
373,520.0,[267.46768525751065 795.1221128330023 709.4685281384475 1100.5280828212808],[388.83984375 991.2703857421875 491.9171142578125 1028.5120849609375],0.6807711720466614,"0_M207,0.02032755388997842
374,520.0,[268.1068667544494 795.1615374087887 715.686607752066 1102.618607407564],[397.9622802734375 997.58056640625 493.07000732421875 1034.5391845703125],0.2711489498615265,"_20;.,0.10272400253720876
375,520.0,[267.5770346266587 796.6061469507214 718.8861207997259 1105.9997489326147],[394.4493408203125 997.500244140625 492.253173828125 1030.0164794921875],0.39255231618881226,124,0.054837222515959835
376,520.0,[267.31566719727584 797.3616057108127 721.2367102322717 1108.7586384221981],[399.45733642578125 997.46435546875 483.80267333984375 1030.298828125],0.304151713848114,LIT;,0.4269818365573883
377,520.0,[266.63288456452756 796.4969169483868 722.3321269728895 1109.3664860394622],[398.19268798828125 997.4708251953125 498.234619140625 1036.138427734375],0.5324501395225525,"#,0.05814832682610226
378,520.0,[266.01240950748803 796.7012703902733 723.1870506781156 1111.3862082945084],[395.2947998046875 998.03857421875 497.10516357421875 1038.49462890625],0.38998860120773315,LO;],0.27714355726934764
379,520.0,[266.6179575998536 796.9883785592792 724.387491866381 1114.191403278945],[411.8148193359375 1001.22216796875 500.24737548828125 1040.3544921875],0.5185540318489075,0,0.5028125931247338
380,520.0,[266.9272255233151 796.8834321823024 724.9396797071058 1116.5655874855704],[396.27996826171875 1002.093017578125 502.666015625 1038.2666015625],0.5589100122451782,1",0.21185944974422455
381,520.0,[267.3037760371489 796.5848403413106 725.2199990096187 1118.2273172156831],[402.45977783203125 1002.80126953125 507.79437255859375 1040.9044189453125],0.6084952354431152,20#L0;],0.2100251216938978
383,520.0,[267.82082543761726 794.9601737670272 725.1811393596432 1119.7905995124802],[398.19598388671875 1002.6363525390625 503.6859130859375 1047.1448974609375],0.5713685750961304,00#,0.12469989260358082
384,520.0,[267.8074830557591 794.4615484124198 724.784897523077 1120.9839392842327],[412.1533203125 1004.6474609375 521.5791015625 1044.82763671875],0.4370667040348053,F2#L077,0.012098783146056393
385,520.0,[268.2931631280461 794.2127965505605 724.8834518595686 1121.7377452785727],[410.98626708984375 1006.2424926757812 518.4113159179688 1055.232666015625],0.6811228394508362,0%_"[4Z,0.012383144763298787
386,520.0,[268.50539098068344 793.7685418818832 724.6569026427296 1122.6497607382862],[420.21990966796875 1009.6868286132812 516.1926879882812 1053.422119140625],0.35921990871429443,ZI_,0.2962549199903935
387,520.0,[269.06631132035704 792.8912341147528 724.6053629840824 1121.851192267686],[416.59808349609375 1009.535888671875 523.8576049804688 1053.6826171875],0.643563985824585,"4M0#,0.12826436078532155
388,520.0,[269.78081264263363 792.1221261302492 724.6922162558451 1121.236102815086],[419.58843994140625 1009.7186889648438 527.69091796875 1058.05029296875],0.6245689392089844,">_,0.0391998365521431
389,520.0,[270.5495605661982 791.2277844692098 724.7238566398769 1120.6134004635544],[406.51605224609375 1011.0928955078125 529.5592041015625 1057.3658447265625],0.6356275677680969,J%,0.1131427603016547
390,520.0,[271.0361609860599 791.4325207939316 724.5854539285176 1121.0028643223675],[430.790771484375 1018.681396484375 526.5222778320312 1059.3857421875],0.46164217591285706,R4%#,0.2022830363364674
391,520.0,[271.79123324656155 791.1857817450634 724.5710882996253 1121.3322148542002],[427.41455078125 1017.1698608398438 527.95556640625 1059.72412109375],0.32259687781333923,KI_ZD_ML07?,0.042913127704887644
392,520.0,[272.8431399446016 791.4494223768102 724.6544695922404 1122.701151474748],[430.73822021484375 1019.27880859375 536.302490234375 1062.70458984375],0.3162832260131836,XA_76__L0ZI,0.04806119196007363
393,520.0,[274.0529744311316 790.9174634300335 724.7372610363359 1123.2614154695154],[429.33428955078125 1021.9713745117188 540.961181640625 1061.120361328125],0.4405857026576996,X4_2OX_LQU},0.030714354733724483
394,520.0,[275.6685556341282 790.8022974452047 724.9379037252031 1124.9156633680673],[422.68402099609375 1019.0498046875 543.290283203125 1065.961669921875],0.6927987933158875,KLZV,0.18830834972038432
396,520.0,[278.4965341678286 791.0307062067966 724.9505734452804 1129.4473229661821],[431.8609619140625 1022.5377197265625 553.0931396484375 1068.1148681640625],0.47042399644851685,K476,0.1736360639333725
398,520.0,[280.8967977460028 790.3335663899165 724.7225851080666 1133.5994462443905],[435.9560852050781 1026.105712890625 562.953125 1070.16796875],0.6346421241760254,04_70_KLNZ),0.04506556929506932
